Timestamp,Event,Event Data
6:03:50.039 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.040 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.040 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.040 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.041 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.041 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.041 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.041 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.041 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.041 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.042 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.042 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.042 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.042 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.042 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.043 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.043 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.043 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.043 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.043 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.045 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.045 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.045 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.045 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.045 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.045 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.046 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.046 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.046 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.046 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.047 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.047 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.047 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.047 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.047 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.048 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.048 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.048 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.048 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.048 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.049 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.049 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.049 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.049 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.050 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.050 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.050 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.050 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.050 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.050 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.051 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.051 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.051 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.051 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.052 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.052 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.052 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.052 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.052 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.052 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.052 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.053 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.053 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.053 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.053 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.053 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.054 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.054 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.054 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.054 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.054 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.054 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.054 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.055 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.055 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.055 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.056 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.056 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.056 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.056 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.057 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.057 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.057 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.057 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.057 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.057 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.058 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.058 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.058 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.058 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.058 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.059 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.059 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.059 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.059 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.059 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.060 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.060 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.060 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.060 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.061 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.061 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.061 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.061 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.061 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.061 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.062 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.062 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.062 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.062 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.063 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.063 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.063 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.063 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.063 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.063 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.065 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.065 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.065 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.065 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.065 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.066 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.066 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.066 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.066 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.066 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.067 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.067 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.067 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.067 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.067 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.067 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.068 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.068 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.068 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.068 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.069 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.069 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.069 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.069 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.069 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.069 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.070 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.070 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.070 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.070 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.071 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.071 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.071 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.071 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.071 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.072 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.072 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.072 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.072 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.072 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.073 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.073 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.073 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.073 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.073 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.074 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.074 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.074 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.074 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.074 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.074 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.074 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.074 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.076 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.076 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.076 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.077 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.077 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.077 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.077 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.077 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.078 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.078 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.078 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.078 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.078 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.079 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.079 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.079 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.079 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.079 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.079 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.080 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.080 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.080 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.080 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.081 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.081 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.081 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.082 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.082 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.082 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.082 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.082 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.083 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.083 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.083 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.083 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.083 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.083 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.084 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.084 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.084 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.084 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.084 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.085 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.085 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.085 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.085 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.085 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.086 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.086 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.086 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.086 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.086 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.086 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.086 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.086 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.087 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.087 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.087 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.087 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.087 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.088 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.088 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.088 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.088 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.088 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.089 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.089 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.089 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.089 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.089 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.090 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.090 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.090 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.090 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.090 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.090 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.090 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.092 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.092 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.092 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.092 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.092 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.092 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.093 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.093 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.093 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.093 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.093 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.093 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.093 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.094 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.094 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.094 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.094 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.094 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.095 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.095 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.095 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.095 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.095 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.095 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.095 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.095 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.097 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.097 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.097 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.097 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.097 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.098 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.098 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.098 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.098 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.098 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.099 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.099 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.099 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.099 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.099 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.100 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.100 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.100 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.100 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.100 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.101 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.101 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.101 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.101 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.101 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.101 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.101 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.101 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.102 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.102 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.102 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.102 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.102 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.103 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.103 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.103 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.103 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.103 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.104 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.104 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.104 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.104 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.104 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.104 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.105 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.105 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.105 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.105 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.105 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.106 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.106 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.106 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.106 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.107 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.107 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.107 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.107 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.107 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.107 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.107 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.108 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.108 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.108 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.108 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.108 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.109 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.109 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.109 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.109 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.109 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.110 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.110 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.110 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.110 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.111 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.111 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.111 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.111 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.111 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.111 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.111 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.111 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.113 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.113 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.113 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.113 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.113 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.113 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.114 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.114 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.114 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.114 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.114 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.115 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.115 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.115 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.115 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.115 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.116 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.116 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.116 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.116 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.116 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.116 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.117 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.117 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.117 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.117 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.117 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.118 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.118 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.118 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.118 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.118 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.118 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.118 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.119 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.119 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.119 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.119 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.119 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.119 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.120 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.120 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.120 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.120 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.121 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.121 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.121 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.121 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.121 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.122 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.122 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.122 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.122 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.122 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.122 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.122 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.123 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.123 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.123 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.123 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.123 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.123 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.123 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.123 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.123 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.125 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.125 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.125 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.126 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.126 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.126 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.127 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.129 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.129 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.129 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.129 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.130 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.130 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.130 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.131 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.131 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:50.131 PM 1/21/2025,Pilot Proved,67.226891
6:03:50.132 PM 1/21/2025,Forced Draft-Fan ON,True
